CÓDIGO,DESCRIÇÃO,DT_INI,DT_FIM,TIPO,CONTA SUPERIOR,NÍVEL,NATUREZA,ORIENTAÇÕES,Voltar Indice
1.02.02.02.75,(-) Subconta - Ajuste a Valor Presente (AVP) de Participação Societária – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram contrapartidas dos  ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de participações societárias, no país, avaliadas pelo método da equivalência patrimonial. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real. Concomitante controle ocorrerá nesta subconta até realização da participação, quando valor do AVP poderá ser excluído do Lucro Real do período(art.5º, Lei nº 12.973/2014 c/c art. 39 , Instrução Normativa SRF nº 1.515/2014). ",
1.02.02.02.80,Subconta - Mais Valia da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram a mais-valia relativa à participação societária anterior, nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa deste valor e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.02.81,(-) Subconta - Menos Valia da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram a menos-valia relativa à participação societária anterior, nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa deste valor e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.02.82,Subconta - Goodwill da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram o goodwill relativo à participação societária anterior, nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa deste valor e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.02.84,Subconta - Variação de Mais Valia da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram as alterações positivas ou negativas na mais-valia relativa à participação societária anterior, quando reavaliadas a valor justo,  nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa do valor anterior e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.02.85,(-) Subconta - Variação de Menos Valia da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram as alterações positivas ou negativas na menos-valia relativa à participação societária anterior, quando reavaliadas a valor justo,  nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa do valor anterior e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.02.86,Subconta - Variação de Goodwill da Participação Anterior - Estágios – no Exterior,01012015,,A,1.02.02.02,5,1,"Contas que registram as alterações positivas ou negativas no goodwill relativo à participação societária anterior, quando reavaliadas a valor justo,  nos casos de aquisição de participações em estágios. Ainda que a norma contábil possa determinar a baixa do valor anterior e reconhecimento de nova mensuração das parcelas envolvidas na participação, este valor deve ficar apartado em subconta de controle, submetendo-se ao tratamento fiscal adequado, conforme arts. 37/39, Lei nº 12.973/2014. A operacionalização desta subconta é melhor evidenciada no exemplo constante no anexoII da  Instrução Normativa SRF nº 1.515/2014).",
1.02.02.03,PROPRIEDADES PARA INVESTIMENTO,01012015,,S,1.02.02,4,1,,
1.02.02.03.01,Imóveis Próprios em Construção -  Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram os imóveis próprios em construção, destinados a auferir aluguel ou para valorização do capital, ou para ambas, desde que não utilizados na exploração ou na manutenção das atividades da empresa ou se  destinem à venda no curso ordinário do negócio. Neste último caso, constarão em estoques. Consoante disposto nos itens 44/48,  ICPC10, devem receber esta classificação ainda que o objeto da pessoa jurídica seja locação de imóveis, deixando para o imobilizado apenas quando aluguel estiver vinculado a ativo complementar na produção ou no fornecimento de bens ou serviços. Nos termos do CPC 28, sua mensuração inicial deve ser pelo custo, já nas subsequentes, a depender de sua política contábil, regra geral, escolher entre o método do valor justo ou do custo. Seu item 53 contempla tratamento específico para propriedade em construção. ",
1.02.02.03.05,Imóveis Próprios – Pelo Custo -  Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram os imóveis próprios mensurados pelo custo, destinados a auferir aluguel ou para valorização do capital, ou para ambas, desde que não utilizados na exploração ou na manutenção das atividades da empresa ou se  destinem à venda no curso ordinário do negócio. Neste último caso, constarão em estoques. Consoante disposto nos itens 44/48,  ICPC10, devem receber esta classificação ainda que o objeto da pessoa jurídica seja locação de imóveis, deixando para o imobilizado apenas quando aluguel estiver vinculado a ativo complementar na produção ou no fornecimento de bens ou serviços. Nos termos do CPC 28, sua mensuração inicial deve ser pelo custo, exceto custo atribuível  resultante de nova mensuração, ocorrida nos termos dos itens 20/27, ICPC 10. Já nas subsequentes, a depender de sua política contábil, regra geral, escolher entre o método do valor justo ou do custo, sendo uniforme para todas propriedades para investimento. Ainda que utilize o custo para mensuração, deve divulgar o valor justo em Nota Explicativa encaminhada pela ECD. ",
1.02.02.03.06,Imóveis Próprios – Valor Justo - Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram os imóveis próprios mensurados a valor justo, destinados a auferir aluguel ou para valorização do capital, ou para ambas, desde que não utilizados na exploração ou na manutenção das atividades da empresa ou se  destinem à venda no curso ordinário do negócio. Neste último caso, constarão em estoques. Consoante disposto nos itens 44/48,  ICPC10, devem receber esta classificação ainda que o objeto da pessoa jurídica seja locação de imóveis, deixando para o imobilizado apenas quando aluguel estiver vinculado a ativo complementar na produção ou no fornecimento de bens ou serviços.Nos termos do CPC 28, sua mensuração inicial deve ser pelo custo, já nas subsequentes, a depender de sua política contábil, regra geral, escolher entre o método do valor justo ou do custo, sendo uniforme para todas propriedades para investimento.  Uma vez adotado  valor justo, deve manter o método.",
1.02.02.03.08,Imóveis Objeto de Arrendamento – Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram os imóveis da arrendatária, destinados a auferir aluguel ou para valorização do capital, ou para ambas, desde que não utilizados na exploração ou na manutenção das atividades da empresa ou se  destinem à venda no curso ordinário do negócio.  Consoante disposto nos itens 44/48,  ICPC10, devem receber esta classificação ainda que o objeto da pessoa jurídica seja locação de imóveis, deixando para o imobilizado apenas quando aluguel estiver vinculado a ativo complementar na produção ou no fornecimento de bens ou serviços.Nos termos do CPC 28, item 25, sua mensuração inicial deve ser o menor entre o valor justo da propriedade e o valor presente dos pagamentos mínimos do arrendamento. Nas mensurações subsequentes, a depender de sua política contábil, regra geral, escolher entre o método do valor justo ou do custo, salvo se receber o imóvel em arrendamento operacional, quando método pelo justo será obrigatório, item 34.  A metodologia deve ser uniforme para todas propriedades para investimento.  Uma vez adotado  valor justo, deve manter o método.",
1.02.02.03.30,(-) Depreciação Acumuladas – Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,Contas que registram as depreciações acumuladas das propriedades para investimento mensuradas pelo custo.,
1.02.02.03.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas  que demonstrem a não recuberabilidade do valor contábil dos ativos classificados como propriedade para investimento. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",
1.02.02.03.70,Subconta - Ajuste a Valor Justo – Propriedades para Investimentos.,01012015,,A,1.02.02.03,5,1,"Contas que registram os ajustes a valor justo  positivos ou negativos efetuados sobre propriedades para investimento, inclusive decorrentes apenas de sua mensuração inicial, sendo neste caso reconhecida a diferença com o valor contábil no resultado, salvo quando  aumento superior a eventual perda anterior por impairmente, quando deverá ser creditado diretamente no Patrimônio Líquido, em ajustes de avaliação patrimonial(CPC 28, item 62). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que ativo for realizado(arts. 13/14, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplos 5/6,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.02.02.03.71,Subconta - Ajuste Valor Justo – Depreciação Acumulada – Propriedade para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram a depreciação acumulada sobre o ajuste a  valor justo registrado na subconta 1.02.02.03.70. A operacionalização desta subconta está evidenciada nos exemplos 5/6, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.02.03.75,( - ) Subconta – Ajuste a Valor Presente (AVP) -  Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram os ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de ativos não circulantes mantidos para venda ou da correlata despesa de vendas. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real. Concomitante controle ocorrerá nesta subconta até que bem seja realizado, quando valor do AVP poderá ser excluído do Lucro Real do período(art.5º, Lei 12.973/2014).",
1.02.02.03.76,Subconta - Ajuste Valor Presente – Depreciação Acumulada - Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram a depreciação acumulada sobre o ajuste a  valor presente registrado na subconta 1.02.02.03.75. A operacionalização desta subconta está evidenciada no exemplo 4, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.02.03.90,Subconta – Adoção Inicial – Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014), inclusive decorrentes do custo atribuível  resultante de nova mensuração, ocorrida nos termos dos itens 20/27, ICPC 10. Referidos valores  deverão ser computados na apuração  Lucro Real à medida da realização do bem, (arts. 164 e 167,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
1.02.02.03.91,Subconta – Adoção Inicial – Depreciação Acumulada - Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram a depreciação acumulada sobre o ajuste adoção inicial registrado na subconta 1.02.02.03.90. A operacionalização desta subconta está evidenciada nos exemplos 1/2, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.02.03.95,Subconta – Adoção Inicial  - Taxa de Depreciação Diferente -  Propriedades para Investimento,01012015,,A,1.02.02.03,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor da depreciação acumulada  mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Esta conta registra apenas a diferença gerada, durante a vigência do RTT,  pelo uso de taxas de depreciação diferentes das definidas nos anexos I e II da Instrução Normativa SRF nº 162/1998. Detalhes sobre a contabilização estão descritos no Anexo IV,  Instrução Normativa SRF nº 1.515/2014).  Após a adoção da Lei nº 12.973/2014 estas diferenças posteriormente geradas passarão a ser controladas exclusivamente no eLalur(art. 168,  Instrução Normativa SRF nº 1.515/2014).   Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014).",
1.02.02.10,OUTROS INVESTIMENTOS PERMANENTES,01012015,,S,1.02.02,4,1,,
1.02.02.10.03,Investimentos Decorrentes de Incentivos Fiscais,01012015,,A,1.02.02.10,5,1,"Contas que registram os investimentos decorrentes de incentivos fiscais representados por ações novas da Embraer ou de empresas nacionais de informática ou por participação direta decorrente da troca do CI – Certificado de Investimento por ações pertencentes às carteiras de Fundos (Finor, Finam e Fites). Inclui-se a aquisição de quotas representativas de direitos de comercialização sobre produção de obras audiovisuais cinematográficas brasileiras de produção independente, com projetos previamente aprovados pelo Ministério da Cultura, realizada no mercado de capitais, em ativos previstos em lei e autorizados pela Comissão de Valores Mobiliários (CVM).",
1.02.02.10.10,Outros Investimentos Permanentes,01012015,,A,1.02.02.10,5,1,Contas que registram outros investimentos não classificáveis em contas mais específicas.,
1.02.02.10.20,(-) Outras Contas Retificadoras ­– Outros Investimentos Permanentes,01012015,,A,1.02.02.10,5,1,"Contas que registram outras contas retificadoras do grupo  investimentos, não classificáveis em contas mais específicas.",
1.02.02.10.50,( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Investimentos Permanentes,01012015,,A,1.02.02.10,5,1,"Contas que registram os ajustes a valor presente efetuados sobre os outros investimentos permanentes. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do eLalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada(art.4º, Lei 12.973/2014).",
1.02.02.10.55,(-) Perdas  por Redução ao Valor Recuperável (Impairment) -  Outros Investimentos ,01012015,,A,1.02.02.10,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas  que demonstrem a não recuberabilidade do valor contábil dos ativos classificados como outros investimento. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",
1.02.02.10.70,Subconta - Ajuste a Valor Justo - Outros Investimentos Permanentes,01012015,,A,1.02.02.10,5,1,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os outros investimentos permanentes, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da alienação ou baixa do ativo(arts. 49/53,  Instrução Normativa SRF Nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.02.02.10.90,Subconta – Adoção Inicial - Outros Investimentos Permanentes,01012015,,A,1.02.02.10,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida da realização do bem, (arts. 164 e 167,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD (art. 169, §6º, Instrução Normativa SRF nº 1.515/2014).",
1.02.03,IMOBILIZADO,01012015,,S,1.02,3,1,,
1.02.03.01,IMOBILIZADO – AQUISIÇÃO,01012015,,S,1.02.03,4,1,,
1.02.03.01.01,Terrenos,01012015,,A,1.02.03.01,5,1,"Contas que registram os terrenos de propriedade da pessoa jurídica utilizados nas operações, ou seja, onde se localizam a fábrica, os depósitos, os escritórios, as filiais, as lojas, etc.
Atenção: O valor do terreno onde está em construção uma nova unidade que ainda não esteja em operação também deve ser informada nesta conta.",
1.02.03.01.02,Edifícios e Construções,01012015,,A,1.02.03.01,5,1,"Contas que registram os edifícios, melhoramentos e obras integradas aos terrenos, e os serviços e instalações provisórias, necessários à construção e ao andamento das obras, tais como: limpeza do terreno, serviços topográficos, sondagens de reconhecimento, terraplenagem, e outras similares. Atenção: As construções em andamento devem ser informadas na conta Construções em Andamento.",
1.02.03.01.03,Construções em Andamento - Imóvel Próprio,01012015,,A,1.02.03.01,5,1,"Contas que registram as construções em andamento de edifícios, melhoramentos e obras integradas aos terrenos, e os serviços e instalações provisórias, necessários à construção e ao andamento das obras em imóvel próprio da entidade, tais como: limpeza do terreno, serviços topográficos, sondagens de reconhecimento, terraplenagem, e outras similares. ",
1.02.03.01.04,Outras Imobilizações em Andamento,01012015,,A,1.02.03.01,5,1,"Contas que registram as construções em andamento de edifícios, melhoramentos e obras integradas aos terrenos, e os serviços e instalações provisórias, necessários à construção e ao andamento das obras, tais como: limpeza do terreno, serviços topográficos, sondagens de reconhecimento, terraplenagem, e outras similares, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",
1.02.03.01.05,Benfeitorias em Imóveis de Terceiros,01012015,,A,1.02.03.01,5,1,"Contas que registram as construções, instalações e outras benfeitorias em terrenos, prédios ou edifícios alugados de uso administrativo ou de produção.",
1.02.03.01.06,"Máquinas, Equipamentos e Instalações Industriais",01012015,,A,1.02.03.01,5,1,"Contas que registram os equipamentos, máquinas e instalações industriais utilizados no processo de produção da pessoa jurídica.",
1.02.03.01.07,"Móveis, Utensílios e Instalações Comerciais",01012015,,A,1.02.03.01,5,1,"Contas que registram os móveis, utensílios e instalações utilizados nas atividades administrativa e comercial da pessoa jurídica.",
1.02.03.01.08,Veículos,01012015,,A,1.02.03.01,5,1,"Contas que registram os veículos de propriedade da pessoa jurídica. Atenção: Os veículos de uso direto na produção, como empilhadeiras e similares, devem ser informados na conta Equipamentos, Máquinas e Instalações Industriais.",
1.02.03.01.09,Embarcações,01012015,,A,1.02.03.01,5,1,"Contas que registram as embarcações de propriedade da pessoa jurídica, utilizados nas atividades administrativas, comerciais ou produtivas.",
1.02.03.01.10,Aeronaves,01012015,,A,1.02.03.01,5,1,"Contas que registram as aeronaves de propriedade da pessoa jurídica, utilizados nas atividades administrativas, comerciais ou produtivas.",
1.02.03.01.11,Recursos Minerais,01012015,,A,1.02.03.01,5,1,"Contas que registram os direitos de exploração de jazidas de minério, de pedras preciosas, e similares.",
1.02.03.01.12,Dutos e Tubulações ,01012015,,A,1.02.03.01,5,1,Contas que registram os dutos e tubulações de propriedade da pessoa jurídica.,
1.02.03.01.13,Linhas de Transmissão Elétrica ,01012015,,A,1.02.03.01,5,1,Contas que registram as linhas de transmissão elétrica de propriedade da pessoa jurídica.,
1.02.03.01.14,Antenas e Torres de Transmissão ,01012015,,A,1.02.03.01,5,1,Contas que registram as antenas e torres de transmissão de propriedade da pessoa jurídica do setor de telecomunicações.,
1.02.03.01.15,Máquinas Empregadas na Atividade Rural ,01012015,,A,1.02.03.01,5,1,Contas que registram as máquinas empregadas na atividade rural.,
1.02.03.01.16,Tratores e Demais Veículos Empregados na Atividade Rural ,01012015,,A,1.02.03.01,5,1,Contas que registram os tratores e demais veículos empregados na atividade rural.,
1.02.03.01.28,Outras Imobilizações por Aquisição,01012015,,A,1.02.03.01,5,1,Contas que registram outras imobilizações não classificadas em contas mais específicas.,
1.02.03.01.30,(-) Depreciação Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,Contas que registram a depreciação acumulada das contas do imobilizado.,
1.02.03.01.31,(-) Amortização Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,Contas que registram a amortização acumulada das contas do imobilizado.,
1.02.03.01.32,(-) Exaustão Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,Contas que registram a exaustão acumulada das contas do imobilizado.,
1.02.03.01.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas  que demonstrem a não recuperabilidade do valor contábil do imobilizado. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei 12.973/2014).",
1.02.03.01.75,(-) Subconta - Ajuste Valor Presente – Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de ativos imobilizados Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real. Concomitante controle ocorrerá nesta subconta até que bem seja realizado, quando valor do AVP poderá ser excluído do Lucro Real do período(art.5º, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplo 4,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.02.03.01.76,Subconta - Ajuste Valor Presente – Depreciação Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a depreciação acumulada sobre o ajuste a  valor presente registrado na subconta 1.02.03.01.75. A operacionalização desta subconta está evidenciada no exemplo 4, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.77,Subconta - Ajuste Valor Presente – Amortização Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a amortização acumulada sobre o ajuste a  valor presente registrado na subconta 1.02.03.01.75. A operacionalização desta subconta está evidenciada no exemplo 4, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.78,Subconta - Ajuste Valor Presente – Exaustão Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a exaustão acumulada sobre o ajuste a  valor presente registrado na subconta 1.02.03.01.75. A operacionalização desta subconta está evidenciada no exemplo 4, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.90,Subconta – Adoção Inicial - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014), inclusive decorrentes do custo atribuível  resultante de nova mensuração, ocorrida nos termos dos itens 20/27, ICPC 10. Referidos valores  deverão ser computados na apuração  Lucro Real à medida da realização do bem, (arts. 164 e 167,  Instrução Normativa SRF Nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2).  Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
1.02.03.01.91,Subconta – Adoção Inicial – Depreciação Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a depreciação acumulada sobre o ajuste adoção inicial registrado na subconta 1.02.03.01.90. A operacionalização desta subconta está evidenciada nos exemplos 1/2, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.92,Subconta – Adoção Inicial – Amortização Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a amortização acumulada sobre o ajuste adoção inicial registrado na subconta 1.02.03.01.90. A operacionalização desta subconta está evidenciada nos exemplos 1/2, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.93,Subconta – Adoção Inicial – Exaustão Acumulada - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram a exaustão acumulada sobre o ajuste adoção inicial registrado na subconta 1.02.03.01.90. A operacionalização desta subconta está evidenciada nos exemplos 1/2, anexo I, da Instrução Normativa SRF nº 1.515/2014",
1.02.03.01.95,Subconta – Adoção Inicial – Taxa Depreciação Diferente - Imobilizado,01012015,,A,1.02.03.01,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor da depreciação acumulada  mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Esta conta registra apenas a diferença gerada, durante a vigência do RTT,  pelo uso de taxas de depreciação diferentes das definidas nos anexos I e II da Instrução Normativa SRF nº 162/1998. Detalhes sobre a contabilização estão descritos no Anexo IV,  Instrução Normativa SRF nº 1.515/2014).  Após a adoção da Lei nº 12.973/2014 estas diferenças posteriormente geradas passarão a ser controladas exclusivamente no eLalur (art. 168,  Instrução Normativa SRF nº 1.515/2014).   Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
1.02.03.01.97,Subconta - Imobilizado - Gastos da atividade de desenvolvimento da produção de campos de petróleo e gás natural já deduzidos até 01º de janeiro de 2018 ,01012023,,A,1.02.03.01,5,1,"Contas que registram o s Gastos na atividade de desenvolvimento da produção de campos de petróleo e gás natural que tenham sido deduzidos (excluídos) até 01º d e janeiro d e 2018. Art. 4º, caput, inciso I, da Instrução Normativa RFB nº 1.778/2017.",
1.02.03.01.98,Subconta - Imobilizado - Gastos da atividade de desenvolvimento da produção de campos de petróleo e gás natural não deduzidos até 01º de janeiro 2018 e os posteriores a esta data,01012023,,A,1.02.03.01,5,1,"Contas que registram o s Gastos n a atividade de desenvolvimento da produção de campos de petróleo e gás natural que não tenham sido deduzidos (excluídos) até 01º d e janeiro d e 2018 e o s posteriores a esta data. Art. 4º, caput, inciso II, e parágrafo único, inciso II, d a Instrução Normativa RFB nº 1.778/2017. ",
1.02.03.02,IMOBILIZADO – BENS OBJETO DE ARRENDAMENTO,01012015,,S,1.02.03,4,1,,
